gender;age;daily_screen_time_hours;phone_usage_hours;laptop_usage_hours;tablet_usage_hours;tv_usage_hours;social_media_hours;work_related_hours;entertainment_hours;gaming_hours;sleep_duration_hours;physical_activity_hours_per_week;location_type;mental_health_score;stress_level;mood_rating
0;30;5.7;1.9;2.9;1.4;0.0;2.8;3.3;0.3;1.7;6.8;6.1;2;69.0;4;4.1
0;22;6.5;1.9;2.0;1.0;0.9;4.5;4.0;1.2;1.1;7.6;0.0;2;50.0;9;1.0
0;52;1.0;0.5;0.9;0.1;0.0;0.8;1.4;2.1;2.5;8.6;9.8;2;89.0;1;6.2
0;26;7.0;1.7;3.0;0.6;2.0;4.2;3.6;0.8;1.0;8.0;0.7;0;50.0;8;1.2
1;38;5.2;3.0;2.8;0.1;0.2;4.4;3.8;1.1;0.9;7.9;7.0;1;69.0;7;1.5
0;42;4.2;1.8;1.8;0.2;1.1;2.4;2.8;1.5;1.8;7.9;2.5;0;71.0;3;6.6
0;67;5.9;1.7;2.8;0.9;1.4;3.8;3.3;1.4;0.5;7.7;2.9;2;64.0;6;4.0
2;22;9.1;3.0;3.9;0.0;1.4;4.5;4.0;0.6;1.1;6.7;0.0;1;43.0;10;1.0
0;72;2.5;1.7;0.9;0.3;0.9;1.5;2.4;2.7;2.8;7.3;5.3;1;85.0;2;9.4
1;42;4.3;3.2;0.5;0.0;1.7;4.5;3.8;0.5;0.4;7.6;0.1;2;43.0;9;2.4
1;50;1.6;0.8;0.9;1.0;0.1;0.8;1.1;2.8;3.0;6.9;4.3;2;80.0;1;8.8
0;40;5.4;2.6;0.0;0.4;3.1;4.5;4.3;1.2;1.3;7.2;0.0;2;51.0;10;1.0
0;22;6.8;3.5;2.2;0.0;0.4;4.0;4.3;2.1;1.4;6.9;2.4;2;63.0;7;3.2
0;72;5.2;2.9;0.0;1.6;1.4;4.2;3.9;1.8;0.8;7.7;0.9;0;65.0;6;3.4
0;74;5.2;0.3;2.9;1.2;2.0;4.5;3.9;1.8;1.0;7.5;0.0;0;57.0;7;1.6
0;64;3.0;1.4;0.8;0.0;2.1;0.8;1.1;2.3;2.7;8.4;5.2;2;82.0;1;8.4
1;42;7.3;1.8;3.0;1.0;2.2;3.6;3.8;2.0;1.6;7.5;1.0;0;56.0;6;3.5
0;42;3.4;2.9;0.0;1.5;0.0;3.5;3.6;1.9;1.1;7.2;9.2;0;77.0;5;6.2
1;51;2.2;0.8;1.1;0.5;0.5;2.7;3.5;1.6;1.8;8.1;7.8;1;78.0;4;7.3
1;55;2.4;1.1;0.1;0.7;1.5;1.1;1.5;2.1;2.8;6.8;5.6;1;86.0;1;7.8
1;50;5.5;0.6;3.0;0.4;1.9;4.5;4.0;1.2;1.6;7.7;2.5;2;55.0;8;2.0
0;41;7.5;1.3;3.3;0.9;2.7;3.6;3.6;0.9;1.1;6.7;4.8;0;69.0;5;5.4
1;68;2.0;0.9;0.0;1.2;0.9;1.1;1.0;2.3;2.5;7.4;2.9;1;77.0;1;10.0
1;31;5.9;3.4;2.5;0.0;0.5;2.7;3.5;1.9;2.1;7.9;5.4;0;69.0;4;4.4
0;23;5.7;1.4;2.7;0.2;0.9;4.4;4.0;2.0;1.2;7.4;2.1;1;60.0;8;4.1
1;47;7.6;2.6;1.9;0.7;3.7;3.3;3.8;1.3;1.9;7.0;1.0;2;64.0;5;4.8
0;67;6.7;2.0;2.1;0.8;2.9;3.6;3.3;1.3;1.5;7.7;4.7;2;76.0;5;4.2
0;34;5.1;2.0;2.1;0.8;1.2;4.5;4.0;0.6;1.2;8.1;0.0;2;59.0;10;1.0
0;27;7.3;1.5;2.5;0.5;2.7;4.5;3.8;0.9;0.5;6.6;0.0;2;50.0;9;1.0
0;42;2.7;2.7;0.3;0.1;0.8;2.8;3.5;1.3;1.0;7.3;3.3;0;74.0;4;7.3
1;62;7.5;2.1;2.8;1.2;2.4;4.5;4.0;2.2;0.8;7.5;0.0;1;54.0;8;3.2
0;43;2.7;2.1;1.7;0.0;0.0;3.8;3.6;1.3;1.2;7.8;2.0;2;64.0;6;4.1
1;27;5.3;1.5;1.7;0.3;1.8;2.9;3.7;1.6;1.7;6.4;5.5;1;72.0;4;6.2
0;60;6.1;1.6;2.1;0.6;2.4;3.3;3.6;0.4;1.3;8.2;5.4;2;67.0;5;5.3
1;49;3.9;2.5;0.1;0.9;1.1;2.3;3.3;1.3;2.1;7.3;5.5;1;73.0;4;4.1
0;20;5.0;2.2;0.0;0.4;2.0;4.5;3.9;0.4;1.2;6.8;1.6;2;51.0;10;1.0
1;32;4.8;2.1;1.4;1.1;0.8;4.1;3.5;1.9;1.2;7.4;2.7;1;62.0;7;4.8
1;65;6.5;1.3;3.2;1.4;1.7;3.3;3.3;1.8;1.3;7.6;3.4;2;63.0;5;6.1
1;19;5.6;3.7;0.2;0.2;0.9;4.5;4.2;1.2;0.3;7.8;0.3;2;43.0;10;1.0
1;61;5.8;1.6;1.7;0.8;2.2;2.5;3.4;1.1;2.1;7.3;3.0;0;63.0;4;4.9
0;39;2.4;2.0;0.7;0.7;0.1;2.9;3.5;2.2;1.7;9.0;2.6;1;72.0;4;6.4
1;16;4.0;1.8;0.6;0.4;0.4;4.0;3.9;1.4;0.6;8.9;1.9;2;62.0;7;3.2
0;24;9.4;3.8;2.1;0.0;2.7;4.5;4.0;0.9;1.9;7.1;0.0;0;57.0;9;1.0
2;70;4.0;1.7;2.3;0.8;0.0;1.8;2.3;2.6;2.9;7.5;4.2;1;82.0;2;9.1
0;44;2.9;1.7;0.6;0.9;0.8;1.8;2.2;3.0;2.4;7.5;5.1;0;80.0;2;7.6
1;64;6.9;2.1;3.0;1.3;1.3;4.1;4.0;1.7;0.7;7.1;0.0;1;47.0;8;2.1
1;73;4.5;1.4;2.0;0.4;1.8;3.4;3.8;0.9;0.5;8.2;0.7;0;53.0;6;3.4
0;59;3.4;2.1;1.2;0.2;0.9;1.4;2.1;2.7;2.5;7.7;6.6;1;73.0;2;8.5
1;19;6.9;4.1;1.9;0.1;0.3;4.5;4.1;1.4;0.7;7.6;0.0;0;53.0;10;1.0
1;69;7.0;2.3;3.7;0.0;2.6;3.6;4.1;1.0;1.2;7.4;2.0;1;64.0;6;3.7
0;70;6.0;2.2;2.3;0.4;2.5;3.4;3.7;1.5;1.5;7.6;6.6;2;81.0;5;5.6
0;47;4.1;1.4;0.7;2.3;1.0;3.8;3.7;1.4;1.5;8.1;2.6;0;72.0;6;3.5
0;68;5.5;3.5;1.5;1.4;0.0;4.4;4.0;1.7;1.4;7.7;0.7;1;55.0;8;1.9
1;15;8.0;3.7;1.6;0.0;1.7;4.5;4.1;0.3;0.8;7.3;1.8;2;53.0;10;1.9
0;32;6.5;2.8;2.2;0.3;1.6;4.5;3.7;1.2;1.5;8.1;1.8;0;59.0;8;3.4
1;46;4.1;2.6;1.8;0.3;0.7;2.4;2.9;2.3;2.1;6.9;4.3;2;73.0;3;7.7
1;61;6.2;1.8;3.6;1.4;0.0;4.4;3.9;1.9;0.7;7.4;1.1;2;58.0;8;2.2
0;63;6.1;2.4;1.3;1.9;1.1;2.6;3.3;1.9;2.1;7.0;3.4;1;82.0;4;5.9
1;25;4.4;1.2;0.0;0.7;2.2;3.3;3.7;1.9;2.1;7.9;3.4;2;58.0;5;4.1
1;35;4.6;1.0;1.7;0.8;2.3;3.5;4.1;1.3;1.4;6.6;1.7;1;57.0;6;3.0
1;40;2.8;0.7;1.0;0.9;1.4;0.4;1.0;3.3;2.7;7.8;4.6;2;84.0;1;8.2
0;39;2.8;2.4;0.0;0.6;0.8;1.4;2.1;2.0;2.8;7.9;4.0;1;79.0;2;8.5
0;36;3.9;0.8;0.7;0.8;2.1;3.1;3.5;1.7;0.8;8.1;4.8;1;55.0;5;4.8
0;73;2.6;1.6;1.1;0.6;0.3;1.1;1.3;2.8;2.1;7.5;7.3;2;86.0;1;8.7
0;41;4.2;1.9;2.8;0.9;0.0;2.6;3.1;1.7;2.1;8.9;5.1;2;67.0;4;5.8
1;63;3.7;2.9;0.0;0.0;1.3;0.7;1.6;3.1;3.1;7.2;4.7;2;88.0;1;7.4
1;27;6.5;1.5;1.9;0.3;2.9;4.5;4.1;1.7;0.7;6.6;0.6;1;55.0;9;1.0
1;47;9.3;3.0;3.9;0.0;3.0;4.5;3.7;1.5;0.6;7.1;1.1;2;53.0;9;1.0
1;48;4.4;2.8;1.3;1.0;0.1;2.0;3.0;1.9;1.8;7.4;7.1;0;89.0;3;5.2
0;55;2.4;1.0;1.3;0.1;1.0;4.1;3.9;2.4;1.4;8.6;1.1;0;65.0;7;3.4
0;49;8.3;3.0;2.3;0.0;3.8;4.5;3.8;0.6;0.9;6.2;0.0;2;56.0;10;1.0
1;15;5.3;1.7;2.1;0.0;0.7;4.5;3.6;0.9;0.9;7.3;0.0;2;51.0;10;1.2
1;35;7.5;1.6;3.1;0.9;3.0;4.2;3.7;2.1;0.8;7.4;8.6;1;71.0;7;2.9
1;62;4.3;1.7;1.3;0.0;2.4;3.4;3.8;1.3;1.5;7.1;2.0;2;70.0;5;4.5
1;69;6.3;2.0;2.3;0.5;2.6;4.5;3.7;1.2;0.6;6.5;1.1;0;48.0;9;1.0
0;20;7.2;1.6;2.3;1.5;1.0;4.5;4.2;0.1;1.1;7.8;0.3;1;49.0;10;1.0
1;42;3.2;1.2;1.1;0.8;1.0;4.3;3.7;1.8;0.1;7.2;1.3;1;53.0;8;2.8
1;31;2.6;1.3;1.4;0.3;0.5;0.7;0.8;3.2;2.5;8.2;4.8;1;86.0;1;9.4
0;19;6.4;2.1;1.5;0.0;2.2;4.4;4.2;1.8;0.9;6.7;1.7;0;52.0;8;1.7
1;45;1.8;1.9;0.1;0.9;0.0;1.9;2.2;2.4;3.2;7.6;4.5;0;70.0;2;9.7
0;19;6.2;2.5;1.1;0.5;1.2;4.5;3.9;1.0;0.3;7.6;0.0;2;56.0;10;1.0
1;52;7.6;2.0;3.1;0.9;3.0;4.5;4.0;1.4;1.4;7.2;0.0;0;42.0;10;1.0
0;17;7.8;2.1;2.6;0.0;2.0;3.8;3.5;1.6;1.3;6.5;6.7;1;62.0;6;4.6
2;67;5.8;2.5;0.9;1.3;2.4;2.3;3.2;2.3;2.2;7.6;3.3;0;75.0;4;5.5
0;37;3.9;3.3;1.5;0.0;0.0;1.0;1.2;2.7;3.3;6.4;5.0;1;87.0;1;7.6
1;51;5.9;3.3;2.6;0.3;0.4;2.1;3.2;2.0;2.1;6.6;4.4;0;82.0;3;9.1
0;67;7.9;3.2;2.0;1.4;2.6;4.5;4.0;1.9;0.7;7.9;0.6;1;56.0;8;2.8
1;51;5.8;2.8;2.4;0.0;1.5;4.5;4.0;1.8;1.9;7.2;1.4;1;56.0;8;2.1
1;24;7.2;3.9;2.1;0.5;0.4;4.5;4.1;1.2;1.4;7.5;2.0;1;52.0;9;1.1
1;24;6.6;2.4;1.7;0.4;2.0;4.5;4.1;1.6;0.3;7.5;1.4;2;53.0;9;1.0
1;33;4.0;2.3;1.3;0.6;0.9;3.1;3.5;1.5;2.1;7.3;6.8;2;74.0;5;5.1
0;31;8.2;4.0;0.2;0.8;3.9;4.5;3.8;1.0;0.8;7.1;0.0;2;44.0;10;1.0
0;35;3.9;0.2;2.3;0.6;2.0;0.9;1.4;2.2;2.9;6.9;3.3;0;79.0;1;8.5
0;28;3.4;1.8;1.3;0.0;0.5;2.9;3.4;1.9;2.4;7.6;6.1;1;75.0;4;4.8
0;23;6.5;3.1;0.0;0.7;2.3;4.5;3.9;1.2;0.9;7.0;0.0;0;43.0;10;1.0
0;60;6.5;2.9;0.9;0.6;3.0;3.4;3.4;1.8;1.2;8.2;2.0;1;64.0;6;4.0
1;15;9.9;4.3;2.4;0.6;1.4;4.5;4.0;1.1;1.4;6.5;0.0;2;45.0;10;1.0
1;65;3.2;2.1;0.0;1.9;0.6;2.7;3.5;1.8;1.3;7.9;4.2;2;67.0;4;6.2
0;59;3.7;1.6;0.4;1.4;1.4;3.2;3.6;0.9;2.2;7.4;1.3;1;63.0;5;4.5
1;27;5.7;1.7;1.7;1.7;0.8;3.5;3.7;1.7;1.4;7.7;5.2;0;70.0;6;3.3
0;18;7.7;2.3;3.0;0.8;1.1;2.6;3.7;1.9;3.1;6.3;4.5;2;73.0;4;6.8
1;15;8.4;3.5;2.6;1.7;0.0;4.5;3.8;0.9;1.5;6.8;0.9;2;49.0;10;1.0
1;63;7.7;3.5;3.2;0.1;2.3;3.7;4.2;1.1;1.6;7.4;2.6;1;58.0;7;3.6
1;54;3.2;1.9;1.7;0.4;0.3;2.6;3.1;1.6;1.5;7.7;2.8;2;77.0;4;7.4
1;46;4.9;2.2;1.3;0.3;2.0;2.4;3.1;1.9;2.3;7.7;2.4;2;69.0;3;6.9
1;48;4.3;1.4;2.4;0.3;1.1;2.5;2.7;1.9;2.3;7.0;7.0;1;87.0;3;5.8
0;42;2.9;1.5;0.5;0.6;1.6;2.5;3.5;1.3;2.0;7.5;2.8;1;66.0;4;5.1
1;45;3.6;2.9;0.4;0.7;0.9;1.6;2.2;3.0;1.8;7.5;5.9;2;82.0;2;7.2
0;22;6.7;3.4;0.2;0.9;1.6;4.5;3.7;1.0;1.2;7.6;0.0;0;53.0;10;1.0
1;53;6.4;1.4;2.7;1.6;1.8;3.4;3.5;1.8;1.2;7.9;5.4;1;68.0;5;4.7
1;40;3.0;2.2;0.6;0.0;1.0;1.7;2.2;2.5;2.4;6.7;3.2;1;75.0;2;8.9
1;72;3.1;1.8;2.6;0.0;0.0;0.6;1.3;2.6;3.1;7.5;5.2;2;80.0;1;8.0
0;48;4.7;2.8;1.7;0.0;1.7;4.4;4.0;1.3;0.9;7.1;0.7;2;55.0;7;2.7
1;68;5.5;1.7;2.7;0.1;1.8;4.0;4.1;1.6;1.9;6.9;2.4;2;65.0;7;3.4
0;68;1.0;0.3;0.3;0.3;0.0;0.7;1.7;2.7;3.1;8.0;6.3;0;82.0;1;9.3
1;17;4.8;2.9;0.8;0.2;0.4;4.5;3.9;0.5;1.3;7.4;0.1;1;56.0;10;1.0
0;73;3.6;1.7;2.0;0.0;1.1;3.2;3.6;1.8;1.6;7.0;3.3;2;72.0;5;5.8
1;64;2.4;1.8;1.0;0.7;0.0;3.3;3.7;1.8;1.5;7.1;7.8;2;81.0;5;5.4
0;26;5.2;2.4;0.0;0.4;2.1;3.0;3.3;1.8;2.4;7.6;2.9;2;74.0;4;8.9
0;15;4.0;2.3;0.0;0.1;0.9;4.5;3.5;0.2;0.5;7.0;0.0;1;43.0;10;1.0
0;68;4.4;2.4;0.3;0.7;1.7;1.5;2.4;2.8;2.8;7.1;3.7;2;79.0;2;8.2
1;58;1.0;0.5;0.4;0.3;0.3;1.2;1.0;2.9;2.3;8.3;2.9;2;87.0;1;7.4
1;19;10.0;2.5;2.2;1.3;3.4;4.5;3.9;0.9;1.0;6.9;3.1;1;61.0;8;2.5
1;44;1.9;0.3;1.9;0.5;0.0;0.9;1.2;3.0;2.8;8.5;5.0;0;79.0;1;10.0
0;44;4.9;2.7;1.7;0.4;0.9;2.5;2.8;2.1;1.8;7.4;2.7;0;72.0;3;7.3
0;73;8.4;3.0;3.7;0.8;2.6;4.5;3.8;1.9;1.2;8.1;0.0;0;46.0;8;4.1
0;71;3.6;0.8;2.8;0.0;0.3;0.8;1.1;3.8;3.6;7.5;4.6;1;82.0;1;8.0
1;31;6.9;2.3;2.4;1.3;1.5;4.5;4.0;0.4;1.4;7.8;1.5;1;48.0;10;1.0
1;62;5.2;3.0;0.0;1.1;2.0;2.7;3.3;1.6;1.6;6.9;2.9;0;71.0;4;6.1
1;61;2.2;1.6;1.6;0.1;0.0;3.6;3.8;1.7;0.7;7.4;1.7;1;65.0;6;4.4
2;37;4.6;2.6;1.8;0.0;0.7;3.6;3.5;1.2;0.8;8.3;2.3;1;61.0;6;4.3
0;29;2.9;0.2;1.0;0.0;1.6;2.9;3.5;2.5;1.1;7.3;2.6;0;68.0;4;6.8
0;51;7.8;3.0;3.4;0.0;1.9;4.5;4.2;0.8;1.0;7.0;0.7;2;48.0;8;1.0
1;35;3.3;2.0;1.6;0.0;0.6;3.3;3.7;2.0;1.5;7.3;1.4;2;60.0;5;6.1
0;28;5.2;1.8;0.1;0.0;3.2;3.7;4.0;1.3;1.1;7.9;1.1;1;55.0;6;3.5
0;16;5.9;2.9;0.4;0.0;1.9;4.5;3.9;0.7;0.9;6.6;0.0;2;38.0;10;1.0
1;25;10.0;3.6;4.0;0.4;2.2;4.5;3.9;1.1;1.2;7.4;0.0;1;55.0;10;1.0
0;65;5.2;2.4;1.0;0.5;2.1;2.6;3.5;2.0;1.9;7.4;4.3;0;69.0;4;5.1
0;53;3.9;3.4;0.0;1.4;0.0;0.8;1.2;3.1;2.8;7.6;4.3;0;86.0;1;8.6
0;52;2.9;0.6;0.8;1.2;1.3;4.3;4.1;1.8;1.0;7.6;0.0;2;55.0;8;1.1
0;74;3.0;2.6;0.0;0.2;1.4;1.1;1.2;2.7;2.5;8.2;3.5;2;74.0;1;8.5
1;48;5.3;1.9;2.5;0.5;1.1;2.0;3.0;1.6;2.6;7.2;5.3;2;66.0;3;7.8
1;52;3.5;1.3;0.0;1.3;1.6;1.5;2.2;2.7;2.3;7.2;4.8;2;77.0;2;8.8
2;64;1.0;0.3;0.0;0.3;0.0;0.8;1.0;2.1;3.1;8.1;8.4;1;91.0;1;9.8
1;48;5.4;2.6;1.5;0.7;1.5;4.5;3.9;2.1;0.9;7.3;1.8;0;54.0;8;1.8
0;32;6.2;2.8;2.7;0.2;1.1;4.0;3.8;1.6;1.1;8.2;2.4;2;56.0;7;1.2
0;44;4.5;3.2;1.4;0.6;0.0;2.5;3.3;1.8;1.9;7.9;7.0;0;79.0;4;6.0
0;29;5.7;3.1;0.1;0.7;1.8;3.4;3.7;1.4;1.3;7.5;6.5;0;81.0;5;6.3
2;41;2.4;1.3;1.7;0.4;0.2;2.3;3.2;1.8;1.7;8.4;5.1;1;75.0;3;8.1
1;65;5.5;3.2;1.0;1.2;1.0;1.5;2.6;3.0;1.4;6.6;5.3;1;84.0;2;7.2
1;48;6.4;3.3;2.7;0.1;1.1;2.4;3.0;1.9;1.9;7.5;4.8;2;76.0;3;8.5
1;66;3.7;1.8;2.4;0.7;0.0;2.5;2.9;1.6;2.1;7.6;7.1;2;76.0;3;6.0
1;71;3.8;2.0;0.9;1.7;0.0;4.2;3.7;1.1;1.3;7.4;0.0;0;59.0;7;3.0
1;52;5.5;1.2;2.4;0.8;1.9;2.2;3.4;1.8;2.8;7.2;3.7;2;80.0;3;6.2
1;47;4.9;3.3;1.8;0.1;0.8;2.9;3.6;0.9;2.0;7.9;4.2;2;71.0;4;8.3
0;38;4.1;0.6;3.0;0.8;1.0;3.8;3.9;1.8;1.1;6.6;0.0;2;58.0;7;3.0
0;29;8.3;2.5;2.3;2.1;1.5;4.5;3.6;0.9;1.0;7.2;0.0;2;33.0;10;1.0
1;74;3.7;1.5;2.1;0.6;0.0;3.7;3.8;0.6;1.3;6.8;6.8;0;69.0;6;5.3
1;44;5.2;1.0;3.0;1.1;1.0;2.1;3.2;2.3;2.4;7.2;4.5;1;72.0;3;5.7
0;69;2.9;0.3;1.5;0.6;1.3;2.0;2.2;2.3;3.2;7.6;5.2;0;76.0;2;7.6
1;56;5.1;1.8;0.6;0.8;3.2;3.2;3.4;1.3;1.5;8.2;1.9;0;70.0;5;6.3
1;65;2.7;0.9;1.7;0.6;0.5;1.0;1.4;1.9;2.5;7.4;4.9;2;73.0;1;8.6
1;31;4.9;2.1;1.1;0.0;2.2;4.1;3.9;2.2;0.9;7.4;0.1;0;52.0;7;3.4
0;19;8.5;3.6;2.2;0.8;1.4;4.5;4.0;1.0;0.7;6.4;0.0;1;48.0;10;1.0
1;43;3.2;2.2;1.6;0.0;0.3;2.0;3.0;2.1;3.2;7.9;0.3;2;76.0;3;8.9
2;18;7.8;3.8;1.9;0.4;0.8;4.5;3.7;0.8;0.5;6.4;0.5;2;52.0;9;1.0
1;24;5.6;1.1;0.2;1.7;2.3;4.5;3.8;1.4;0.9;6.4;0.6;2;51.0;9;1.0
0;70;4.7;0.8;2.1;0.6;2.2;2.4;3.4;2.1;1.7;6.7;3.7;1;69.0;4;5.7
1;31;2.1;1.1;0.1;0.0;0.9;3.9;3.6;1.9;1.2;7.6;1.2;0;58.0;7;1.4
1;24;7.1;1.9;2.6;0.7;1.7;4.5;3.8;0.5;1.0;7.0;0.0;1;47.0;10;1.0
0;31;7.0;4.5;2.6;0.3;0.4;4.1;4.2;2.1;0.9;7.7;1.3;2;66.0;7;4.2
0;74;3.0;0.5;1.9;0.7;1.2;2.3;3.0;2.1;1.9;8.4;5.7;2;80.0;3;8.7
0;34;4.6;2.6;1.8;0.0;1.0;3.7;3.8;2.0;1.4;8.2;0.7;1;62.0;6;4.6
0;38;4.5;1.4;1.3;1.1;2.3;4.0;4.0;0.8;1.1;8.0;2.4;2;65.0;7;2.2
0;19;5.8;1.8;0.8;0.7;1.9;4.5;4.1;0.4;1.1;8.3;1.3;0;63.0;9;1.0
0;48;1.9;0.9;1.5;0.0;0.7;0.9;1.3;2.4;2.6;8.0;6.7;2;81.0;1;10.0
0;20;8.8;2.8;3.7;0.8;0.8;4.5;3.8;0.7;1.0;7.1;0.2;2;40.0;10;1.1
1;67;6.0;2.0;1.8;1.8;1.4;4.5;3.7;2.0;1.6;8.1;0.5;2;48.0;8;3.6
1;16;5.3;3.0;0.0;0.1;1.2;4.5;4.0;1.2;1.3;6.8;0.0;0;43.0;10;1.0
1;27;4.6;2.2;0.0;1.1;1.1;3.2;3.9;2.1;1.7;7.9;3.3;2;70.0;5;6.2
0;57;1.5;0.3;0.0;0.9;1.0;1.4;1.9;2.5;3.1;7.8;3.2;2;74.0;2;7.8
1;57;6.6;3.0;1.1;0.8;2.8;4.1;4.0;1.7;1.6;7.8;0.0;0;55.0;7;1.7
1;62;3.9;0.2;2.9;1.1;0.9;2.1;2.7;1.9;1.9;8.1;6.1;1;69.0;3;5.7
0;25;3.3;0.3;0.4;0.4;1.7;4.5;4.0;1.5;0.9;7.5;0.0;1;63.0;9;1.0
0;65;7.4;1.2;3.1;0.7;3.8;4.5;3.9;1.4;0.8;6.4;0.8;2;51.0;9;1.2
0;61;3.4;1.2;1.7;0.7;0.6;1.7;2.3;2.3;2.1;8.2;7.2;2;88.0;2;8.2
1;71;6.0;3.3;2.0;0.1;1.6;4.5;4.0;1.3;1.4;7.0;0.0;2;48.0;9;1.0
0;37;5.4;1.8;2.0;0.9;1.6;1.0;1.4;2.2;2.7;7.4;4.8;2;88.0;1;9.3
1;69;6.1;3.1;2.1;0.4;1.4;3.9;4.1;1.1;1.0;6.7;0.4;1;58.0;7;1.0
1;30;5.3;1.5;1.0;1.7;1.4;4.5;3.7;1.8;1.3;7.2;0.3;1;61.0;7;3.2
1;45;2.1;2.3;0.0;0.3;0.5;0.6;1.4;2.6;3.2;8.2;4.7;1;87.0;1;8.2
1;25;5.1;2.4;0.9;0.0;1.8;4.5;4.0;0.5;1.6;7.6;0.0;0;41.0;10;1.0
1;68;3.2;2.6;0.5;1.3;0.0;2.2;3.5;2.0;2.2;7.2;6.9;1;73.0;4;7.4
0;30;6.9;1.6;1.8;0.2;3.2;2.9;3.6;1.0;1.1;6.2;4.4;1;71.0;5;5.2
1;22;7.2;1.7;1.7;0.0;3.1;4.5;4.1;0.9;1.6;7.4;0.0;0;55.0;10;1.0
0;18;5.9;1.7;1.2;0.8;1.1;4.5;4.3;1.0;1.0;7.1;0.0;0;45.0;10;1.0
0;54;6.7;0.5;3.4;1.4;2.5;4.5;4.0;1.7;1.3;7.3;0.0;2;47.0;9;2.3
1;18;5.6;1.9;0.8;1.0;1.1;4.5;3.9;0.9;1.2;7.2;1.3;2;50.0;10;1.0
0;70;2.5;1.7;0.0;0.3;1.4;2.9;3.3;1.8;0.7;7.5;1.6;1;69.0;4;8.0
1;39;4.8;2.5;1.6;0.7;0.7;3.3;3.7;2.5;1.3;7.7;3.1;0;67.0;5;4.0
0;17;8.3;2.1;2.8;0.4;2.2;4.0;3.8;2.0;1.6;6.5;4.1;2;68.0;7;2.7
1;46;6.5;3.2;1.8;1.6;0.8;4.5;4.3;1.0;1.5;7.3;0.0;2;46.0;9;2.0
1;17;6.8;2.1;1.1;0.3;2.2;4.5;3.7;1.3;1.1;7.4;0.1;2;51.0;9;2.1
1;41;4.6;1.5;1.8;0.7;1.4;2.6;3.7;2.0;1.5;8.1;2.6;0;64.0;4;6.3
0;43;6.6;2.1;3.5;0.7;1.4;4.5;3.8;1.4;0.9;7.2;0.0;2;50.0;8;3.0
0;46;2.5;2.7;0.5;0.0;0.0;3.7;3.8;1.8;1.6;7.1;9.3;1;70.0;6;3.9
1;64;2.5;0.4;1.5;0.5;1.5;3.2;3.8;0.7;1.9;8.0;0.7;1;61.0;5;4.5
0;72;3.1;1.4;2.2;0.5;0.3;2.0;2.9;2.3;2.8;7.2;4.6;2;79.0;3;7.2
0;65;5.2;1.4;1.8;1.4;1.5;2.4;2.9;2.1;2.0;7.0;2.3;0;67.0;3;6.1
0;33;7.0;2.4;1.2;0.7;3.3;4.5;3.8;0.7;2.2;6.9;0.0;0;50.0;10;1.0
0;35;2.8;2.5;1.0;0.4;0.0;2.3;2.9;1.6;1.8;7.5;6.9;0;78.0;3;6.7
0;19;5.7;2.1;1.2;0.5;1.3;4.5;4.0;1.2;2.1;8.0;0.1;1;51.0;10;1.0
0;32;3.0;0.2;2.1;0.6;0.8;1.9;3.4;2.4;2.8;7.9;2.2;2;71.0;3;7.9
0;42;2.3;0.5;2.0;0.6;0.4;1.8;2.5;2.4;2.3;7.2;7.2;1;88.0;2;8.2
1;56;6.4;1.8;3.8;1.2;0.6;3.4;3.8;1.4;1.7;8.0;3.3;1;70.0;5;4.8
1;36;4.2;1.5;0.0;1.2;2.9;2.7;3.2;1.7;1.5;8.0;2.7;0;67.0;4;6.6
1;35;7.8;2.0;3.4;0.0;3.1;4.5;3.7;0.8;1.1;7.2;0.0;2;60.0;9;1.7
0;20;5.3;1.6;1.3;1.2;0.4;4.2;4.0;2.3;1.6;6.2;2.0;1;57.0;7;3.9
0;15;9.0;3.4;1.4;1.1;1.8;4.5;3.6;0.9;1.1;6.4;2.9;1;47.0;10;1.0
1;19;4.5;0.2;2.4;0.6;0.5;4.5;3.9;0.9;0.6;7.4;1.0;2;55.0;8;1.0
0;55;4.4;2.3;2.4;0.0;0.7;3.7;4.0;2.6;0.6;8.2;8.7;0;76.0;6;3.1
1;26;6.4;2.7;2.8;0.7;0.0;4.5;3.9;0.9;0.9;7.8;2.5;0;45.0;10;2.6
1;40;8.3;2.6;3.0;0.4;3.5;4.5;3.9;1.2;1.2;6.5;0.5;2;52.0;10;1.0
2;60;6.3;2.7;1.5;0.9;2.5;4.5;4.1;1.4;1.6;6.3;0.0;2;50.0;9;2.1
1;48;6.3;2.8;3.0;1.0;0.7;3.4;3.7;1.6;1.0;7.1;2.5;2;67.0;6;2.9
1;63;4.3;1.5;0.8;1.4;1.7;1.0;1.5;2.3;2.9;7.6;5.1;2;87.0;1;7.8
0;28;2.9;1.0;1.2;0.0;1.0;0.8;1.1;3.6;3.5;7.0;4.9;0;87.0;1;7.4
0;40;5.0;0.2;1.3;1.9;2.3;4.5;4.2;0.6;0.5;6.9;0.1;1;48.0;10;1.0
1;59;3.6;1.7;0.9;1.1;1.1;2.8;3.4;1.4;1.9;8.6;2.2;2;71.0;4;5.7
0;41;4.2;1.3;1.6;1.0;1.2;4.1;3.6;1.5;0.9;7.3;1.0;2;63.0;7;3.2
0;23;8.5;3.0;2.5;1.7;0.7;4.5;4.0;1.2;0.7;6.8;2.1;1;49.0;9;1.4
